drugname;count
Xylometazoline (Otrivin) neusspray;0.11105340604172076
Simvastatine (Zocor);0.11066389682333592
Thee 150ml;0.10975504198043798
(V/A/M)Ventolin:Atrovent:Mucomyst 1:1:1;0.10694191984765862
Thee 200ml;0.10646585302518827
Enoximon (Perfan);0.10642257422314551
Captopril (Capoten);0.10633601661905999
Fresh Frozen Plasma;0.1022678092270406
Tranexaminezuur (Cyclocapronzuur);0.0997143599065178
Ondansetron (Zofran);0.09824288063706396
1 cupje margarine (10g)/roomboter;0.09620877694105427
X nader te bepalen;0.09560287371245564
1 plak kaas;0.09395827923483079
Metronidazol (Flagyl);0.09149138751839349
Nicardipine (Cardene);0.09123171470613693
Amlodipine (Norvasc);0.09092876309183762
Nutrison Standaard;0.09088548428979486
Metoclopram (Primperan);0.08984679304076863
Amiodaron Onderhoudsdosis;0.08984679304076863
Fytomenadion (Konakion/Vit. K);0.08937072621829828
Calciumgluconaat 10%;0.08915433220808448
Erythromycine (Erythrocine);0.08898121699991345
Fosfaatklysma;0.085821864450792
Glycerofosfaat (Glycophos);0.08313857872414092
Rocuronium (Esmeron);0.08240283908941401
Amiodaron Oplaaddosis;0.08201332987102918
Vla 150ml;0.07833463169739462
Thrombocyten suspensie;0.0743962607115035
Clonidine (Catapresan);0.07335756946247728
Atorvastatine (Lipitor);0.07253527222366485
Nutrison Sterilized water;0.07123690816238207
Dexamethason;0.06980870769497101
Glucose 40%;0.06465853025188263
1 zoet beleg;0.0638362330130702
Dobutamine (Dobutrex);0.062018523327274304
Ciprofloxacine (Ciproxin);0.060806716870077035
Prednisolon (Prednison);0.05907556478836666
Esomeprazol (Nexium);0.05890244958019562
Supradyn;0.057733921925041114
Water 250ml;0.05500735739634727
Natrium bicarbonaat 8,4 %;0.053838829741192765
Albumine 20%;0.05357915692893621
Lisinopril (Zestril);0.053189647710551374
Amoxicilline/Clavulaanzuur (Augmentin);0.051415216826798234
Limonade 150ml;0.051371938024755474
Water x ml;0.04968406474508785
Etomidaat (Hypnomidate);0.049554228338959574
Limonade 200 ml;0.04721717302865057
Melk/yoghurt  200ml;0.046827663810265735
Acetazolamide (Diamox);0.045702414957153985
1 plak vleeswaar;0.04552929974898295
Oculentum simplex oogzalf;0.04457716610404224
Glucose 5% spuit;0.043148965636631176
Thee 100ml;0.042586341210075304
Resonium (Polystyreensulfonzuur);0.04224011079373323
Vla 200ml;0.041764043971262876
Fluticason (Flixonase) neusspray;0.041764043971262876
Magnesiumoxide;0.04159092876309184
Sotalol (Sotacor);0.04150437115900632
Digoxine (Lanoxin);0.04098502553449321
Flucloxacilline (Stafoxil/Floxapen);0.04059551631610837
(A/M)Atrovent:Mucomyst 1:1;0.03851813381805592
Koffie 200ml;0.03834501860988488
Vit B/C (vlgs CVVH-protocol);0.03834501860988488
Clopidogrel (Plavix);0.038042066995585565
Melk/yoghurt  150ml;0.037479442569029686
Hydrochloorthiazide (Esidrex);0.03739288496494417
1 portie appelmoes/vruchtenmoes;0.03713321215268761
Levothyroxine (Thyrax);0.03704665454860209
1 knäckebröd/beschuit/toast;0.03652730892408898
Fluconazol (Diflucan);0.03635419371591794
Amoxicilline (Clamoxyl/Flemoxin);0.033065004760668225
Koffie 150ml;0.033021725958625466
Vla 100ml;0.031680083095299925
Co-Trimoxazol (Bactrimel);0.030901064658530254
Cefuroxim (Zinacef);0.03029516142993162
Natriumbicarbonaat  8,4%;0.02964597939929023
1 portie vlees;0.02960270059724747
Ranitidine (Zantac);0.028953518566606076
Gentamicine (Garamycin);0.028910239764563316
Koffie 100ml;0.02808794252575089
Piritramide (Dipidolor);0.02791482731757985
1 portie groente;0.027438760495109495
Labetalol (Trandate);0.027308924088981217
Imipenem (Tienam);0.027222366484895698
Acetylsalicylzuur;0.02717908768285294
Haes 10%;0.026789578464468104
Acenocoumarol (Sintrom mitis);0.026746299662425345
Nutrison Standaard oud;0.026616463256297067
Spironolacton (Aldactone);0.026616463256297067
1/2 cupje margarine (10g)/roomboter;0.02622695403791223
Thee 250ml;0.02605383882974119
Melk/yoghurt  100ml;0.02553449320522808
1 portie aardappelen/aardappelpuree;0.025188262788886005
Medicatie oplossing;0.02488531117458669
Adrenaline (Epinefrine);0.02458235956028737
1/4 portie aardappelen/aardappelpuree;0.024409244352116333
Osmolite HP 1.0;0.024063013935774258
1/2 portie groente;0.0238033411235177
1 portie nagerecht;0.023586947113303905
Levofloxacine (Tavanic);0.023543668311261146
SDD pasta Tracheostoma (4 x dgs);0.023500389509218386
1/2 portie aardappelen/aardappelpuree;0.023457110707175627
1/4 portie groente;0.023197437894919067
Nutridrink/Fortifresh 200ml;0.022894486280619752
Vla 50ml;0.022678092270405955
Levetiracetam (Keppra);0.022504977062234918
Acetylcysteine (inhalatie);0.022504977062234918
1/4 portie vlees;0.02237514065610664
Protamine;0.02233186185406388
TPV StructoKabiven;0.021812516229550764
Desmopressine (Minrin);0.021639401021379727
Tracutil;0.02142300701116593
Limonade 100ml;0.02142300701116593
1/2 portie vlees;0.021249891802994893
Ipratropium bromide (Atrovent);0.020903661386652818
1/2 snee wit-bruin-volkoren-krente-roggebrood;0.02073054617848178
Alprazolam (Xanax);0.020341036960096946
Fenytoïne (Diphantoïne);0.020297758158054183
Scopalaminebutyl (Buscopan);0.020297758158054183
Atenolol  (Tenormin);0.020167921751925905
Vruchtensap 200ml;0.020124642949883146
Aciclovir (Zovirax);0.020124642949883146
Metoprolol (ZOC Selokeen);0.01982169133558383
Tetracosactide (Synacthen);0.018739721284514843
Bouilllon 200ml;0.018523327274301046
NaCl 0,9% injecties;0.018393490868172768
Nutrison Concentrated;0.01830693326408725
Tobramycine (Obracin);0.01822037566000173
SAPS - Studie;0.01817709685795897
1 snee brood zonder korst;0.018090539253873453
Clonazepam (Rivotril);0.018003981649787934
Pap 200ml;0.017917424045702415
Voluven;0.017354799619146544
Ceftazidim (Fortum);0.017354799619146544
Vla 250ml;0.017008569202804465
Melk/yoghurt  250ml;0.016878732796676187
Nitroprusside (Nipride);0.01679217519259067
Thee 50ml;0.01661905998441963
1 snee ontbijtkoek;0.01661905998441963
1 gekookt ei;0.016359387172163075
Spoorelementen (Addamel-N);0.016316108370120316
Mycofenolaatmofetil (Cellcept);0.016272829568077556
Amiodaron;0.015883320349692722
1 portie fruit;0.015666926339478922
Piperacilline (Pipcil);0.015580368735393405
Esketamine (Ketanest-S);0.015407253527222366
Pravastatine;0.015363974725179606
Vruchtenkwark 150ml;0.015277417121094088
Valproïnezuur (Depakine Chrono);0.01506102311088029
SDD drank (8 x dgs);0.014801350298623735
Ketanserine (Ketensin);0.014758071496580975
Miconazol (Daktarin);0.014758071496580975
Limonade 250ml;0.014714792694538216
Chloorhexidine-oplossing 4% (Hibiscrub);0.014628235090452696
Clindamycine (Dalacin);0.014238725872067861
Boterhammen;0.014065610663896824
Zinkdrank;0.014022331861854065
Isoprenaline (Isuprel);0.013979053059811305
(V/M)Ventolin:Mucomyst 1:1;0.013935774257768546
COUrSe - Studie;0.013935774257768546
SDD pasta (8 x dgs);0.013849216653683025
Verrijkte vla 150ml;0.013373149831212672
Clemastine (Tavegil);0.013286592227127154
Melk/yoghurt  50ml;0.013243313425084394
Natrium bicarbonaat 1.4%;0.012983640612827837
Meropenem (Meronem);0.012940361810785077
Enalaprilaat(Renitec);0.01272396780057128
Diclofenac natrium (Voltaren);0.012680688998528521
CVVH-Vocht teruggave;0.012637410196485762
Verrijkte vla 200ml;0.012550852592400243
1 smeerkaas;0.012421016186271963
Voriconazol(VFEND);0.012377737384229204
Soep (Gebonden) 200ml;0.012291179780143685
Soep;0.012161343374015407
Oxybutynine (Dridase);0.012031506967887129
Glucose 40% spuit;0.012031506967887129
Vruchtensap 150ml;0.012031506967887129
X sondevoeding;0.01198822816584437
Nicotinel pleister;0.011815112957673332
Frisdrank 200ml;0.011815112957673332
Soep (Helder) 200ml;0.011685276551545054
Limonade 50ml;0.011641997749502293
1 portie jus;0.011598718947459534
Yoghurt;0.01116593092703194
X Oraal nader te bepalen;0.01112265212498918
Carbamazepine (Tegretol);0.01112265212498918
Fentanyl pleister;0.011036094520903662
Acetylcysteine (IV);0.010776421708647104
1/2 plak kaas;0.010733142906604345
Atropine sulfaat;0.010560027698433307
Pap 150ml;0.010560027698433307
Mucomyst 10;0.010473470094347789
Losartan (Cozaar);0.01034363368821951
3/4 portie groente;0.010300354886176751
1/2 portie jus;0.010300354886176751
Amitriptyline (Tryptizol);0.010300354886176751
3/4 portie aardappelen/aardappelpuree;0.010300354886176751
Nimodipine (Nimotop);0.010213797282091232
Alfacalcidol (Etalpha);0.010127239678005712
Gabapentine (Neurontin);0.009954124469834675
Benzylpenicilline (Penicilline);0.009824288063706397
Calciumcarbonaat;0.009824288063706397
Verrijkte vla 100ml;0.009651172855535359
Vruchtenyoghurt 150ml;0.009651172855535359
Mannitol 20% Solution;0.009651172855535359
Warme maaltijd;0.0096078940534926
3/4 portie vlees;0.009521336449407081
Ecalta (Anidulafungine);0.009434778845321562
Metformine (Glucophage);0.009391500043278801
Flumazenil (Anexate);0.009218384835107764
1 Roomijs (bekertje) 65ml;0.009131827231022245
1/4 portie jus;0.009088548428979486
Protrombinecomplex (Beriplex);0.008958712022851208
Telebrix Gastro;0.008742318012637411
Tacrolimus (Advagraf);0.008742318012637411
3/4 snee wit-bruin-volkoren-krente-roggebrood;0.008742318012637411
Karnemelk 200ml;0.00865576040855189
Dipyridamol (Persantin);0.008612481606509131
Vruchtensap 100ml;0.008569202804466372
Lactulose (Duphalac);0.008569202804466372
Methylprednisolon (Solu-Medrol);0.008396087596295334
Colecalciferol (Devaron);0.008396087596295334
Nifedipine (Adalat oros);0.008266251190167056
X- Crystalloïd nader te bepalen;0.008222972388124297
Citalopram (Cipramil);0.008136414784038778
Vruchtensap 250ml;0.00796329957586774
1/4 snee wit-bruin-volkoren-krente-roggebrood;0.00796329957586774
Pregabaline (Lyrica);0.00787674197178222
TPV A;0.007833463169739461
KCL (SlowK / Kalium durettes);0.007790184367696702
O2-ICU studie;0.007790184367696702
Xylometazoline (Otrivin) neusdruppels;0.007790184367696702
X- Medicatie spuitpomp;0.007703626763611183
Vruchtenkwark 200ml;0.007703626763611183
Pap 100ml;0.0076603479615684235
Thee x ml;0.0076603479615684235
Ticagrelor (Brilique);0.007573790357482905
Co-trimoxazol forte (Bactrimel);0.007530511555440145
Diazepam (Valium);0.007400675149311867
1/4 cupje margarine (10g)/roomboter;0.007400675149311867
Bupivacaïne/Fentanyl;0.007357396347269108
Valproinezuur (Orfiril);0.007314117545226348
Koffie 250ml;0.007314117545226348
Spoorelementen (Supliven);0.007227559941140829
Nutridrink/Fortifresh 150ml;0.007227559941140829
Prasugrel (Efient);0.00718428113909807
Rosuvastatine (Crestor);0.00718428113909807
Vruchtenkwark 100ml;0.007097723535012551
Microlax;0.007097723535012551
Olimel N9;0.006924608326841513
Frisdrank 150ml;0.006881329524798753
NaCL 2,9%;0.006751493118670475
TPV Smofkabiven;0.006751493118670475
Olanzapine (Zyprexa);0.006708214316627716
Soep (Helder) 150ml;0.006708214316627716
Water (Sondevoeding) oud;0.006708214316627716
1/2 zoet beleg;0.0066649355145849565
Doxazosine (Cardura);0.0066649355145849565
Soep (Gebonden) 150ml;0.0066649355145849565
Fondaparinux (Arixtra);0.006578377910499437
Quetiapine (Seroquel);0.006491820306413918
Calciumgluconaat;0.006491820306413918
Magnesiumsulfaat;0.00636198390028564
Karnemelk 150ml;0.00636198390028564
Tamsulosine (Omnic);0.00636198390028564
Koffie 50ml;0.0062754262962001215
Nutridrink compact protein 125ml;0.006232147494157362
1 pindakaas;0.006188868692114602
Protamine-hydrochloride (Protamine 1000);0.0061455898900718425
Nutridrink/Fortifresh 100ml;0.006102311088029083
Rifampicine (Rifadin);0.006059032285986324
Sevelamerhydrochloride (Renagel);0.006059032285986324
Baclofen (Lioresal);0.006059032285986324
Foliumzuur;0.0060157534839435645
1/2 portie appelmoes/vruchtenmoes;0.0060157534839435645
Bumetanide (Burinex);0.005929195879858046
Allopurinol (Zyloric);0.005929195879858046
Vruchtenyoghurt 100ml;0.005885917077815286
Salbutamol Aerosol;0.005885917077815286
Pap 50ml;0.005885917077815286
Soep (Gebonden) 100ml;0.005885917077815286
3/4 cupje margarine (10g)/roomboter;0.005842638275772527
Tramadol (Tramadolhydrochloride);0.005799359473729767
1 portie vis;0.0057560806716870075
Belcomycine (Colistinesulfaat) 4 x dgs;0.0057560806716870075
Adenosine;0.005669523067601489
Tacrolimus (Prograft);0.005669523067601489
Ropivacaïne (Naropin);0.005539686661473211
Valaciclovir (Zelitrex);0.005453129057387691
SDD drank (6 x dgs);0.005323292651259413
1 plak cake (35 g);0.005280013849216654
Vruchtenyoghurt 200ml;0.005280013849216654
Pulmicort aerosol;0.005236735047173894
Frisdrank 250ml;0.005236735047173894
Paroxetinechloride (Seroxat);0.005193456245131135
Isosorbide-5-mononitraat (Promocard Durette);0.005193456245131135
Verrijkte vla 50ml;0.005193456245131135
1 Waterijs;0.005150177443088376
Pap 250ml;0.005150177443088376
Efedrine;0.005150177443088376
Acetylsalicylzuur (Aspegic);0.005063619839002856
SDD pasta (6 x dgs);0.005063619839002856
NaCL zakje;0.005020341036960097
1 portie rauwkost;0.005020341036960097
Klean Prep;0.004933783432874578
Soep (Helder) 100ml;0.004933783432874578
Neostigmine methylsulfaat;0.004890504630831819
Frisdrank 100ml;0.004890504630831819
Valproïnezuur (Depakine) drank;0.0048039470267463
Drukzak IABP;0.0048039470267463
Lamotrigine (Lamictal);0.0048039470267463
Digoxine (lanoxin pg);0.004674110620618021
Medicijnlijn spoelen;0.004674110620618021
Omeprazol (Losec);0.004630831818575262
1/4 plak kaas;0.004630831818575262
Soep (Gebonden) 50ml;0.004587553016532502
1/4 portie appelmoes/vruchtenmoes;0.004587553016532502
Nifedipine (Adalat);0.004544274214489743
Methadon (Symoron);0.004544274214489743
Vla x ml;0.004544274214489743
SDD Suppositorium;0.0045009954124469835
Oxycodon (OxyNorm);0.0045009954124469835
Goede Morgen 200ml;0.0045009954124469835
Valsartan (Diovan);0.004414437808361465
1/2 plak vleeswaar;0.004414437808361465
Vruchtensap 50ml;0.004414437808361465
Deltatrac-VCO2  studie;0.004414437808361465
Oxycodon (OxyContin);0.0043711590063187054
Tetanusvaccin;0.004327880204275945
Ganciclovir (Cymevene);0.004327880204275945
1/2 portie nagerecht;0.004327880204275945
Octreotide (Sandostatine);0.004284601402233186
PAC - PiCCO - Studie;0.004284601402233186
Fosinopril (Newace);0.0042413226001904265
Goede Morgen 250ml;0.0042413226001904265
NaCL 0,9% CO-meting;0.004198043798147667
SDD pasta Tracheostoma (2 x dgs);0.004198043798147667
Protrombinecomplex (Cofact) ml;0.004154764996104908
Packed cells;0.004154764996104908
Melk/yoghurt  x ml;0.004154764996104908
SDD pasta Tracheostoma (8 x dgs);0.004111486194062148
Mirtazapine (Remeron);0.004111486194062148
1/2 snee brood zonder korst;0.004111486194062148
Verapamil (Isoptin);0.004111486194062148
Abciximab (Reopro);0.004111486194062148
Ipatropium bromide (Atrovent inhaletten);0.00402492858997663
Ferrofumeraat (Ferrosi Fumeras);0.00402492858997663
Lidocaïne (Xylocard);0.00398164978793387
1/2 portie fruit;0.00398164978793387
Nutridrink compact protein 100ml;0.00398164978793387
O2-ICU Hoog-normaal PaO2 (105-130mmHg);0.00393837098589111
Naloxon (Narcan);0.00393837098589111
Dipyridamol (Persantin) Retard;0.003895092183848351
Nutridrink/Fortifresh 50ml;0.003895092183848351
O2-ICU Laag-normaal PaO2 (60-90mmHg);0.0038518133818055914
Ciclosporine (Neoral,Sandimmune);0.0038518133818055914
Acetylcysteine (oraal);0.0038518133818055914
Bouilllon 100ml;0.003808534579762832
Nutrison Proteïn Plus oud;0.0037219769756773134
Nutrison Protein Plus Multi Fibre;0.0037219769756773134
Scopolamine (Scopoderm TTS);0.0037219769756773134
Limonade x ml;0.0037219769756773134
Sucralfaat (Ulcogant);0.003678698173634554
X nader te bepalen (Lik of druppel);0.003635419371591794
Esmolol (Brevibloc);0.003592140569549035
1 portie gebakken aardappelen;0.003592140569549035
Soep (Helder) 50ml;0.0035488617675062755
Ventolin  inhalatievl.;0.003505582965463516
Isosorbidedinitraat (Cedocard);0.003505582965463516
Clobazam (Frisium);0.0034623041634207563
Nutrison Peptisorb;0.0034623041634207563
Carvedilol (Eucardic);0.003419025361377997
Filgrastim (Neupogen 30);0.003419025361377997
Verrijkte vla 250ml;0.0033324677572924783
1/2 portie gebakken aardappelen;0.0032891889552497185
Nifedipine retard (Adalat retard);0.003245910153206959
Karnemelk 250ml;0.003245910153206959
Vruchtenkwark 50ml;0.003245910153206959
Chocolademelk 200ml;0.0032026313511641998
X Bloedproducten nader te bepalen;0.0032026313511641998
Chocolademelk 150ml;0.0032026313511641998
3/4 plak kaas;0.0031593525491214404
E-Z-CAT (Contrastvloeistof);0.003116073747078681
E-Z-CAT (Contrastvloeistof)X;0.003116073747078681
Propranolol (Hydrochloride);0.003116073747078681
3/4 portie jus;0.003116073747078681
Goede Morgen 150ml;0.003116073747078681
1/2 portie vis;0.0030727949450359213
Nutrison Concentrated oud;0.003029516142993162
3/4 zoet beleg;0.003029516142993162
Clozapine (Leponex);0.003029516142993162
Venlafaxine (Efexor);0.003029516142993162
Geactiveerde kool (Norit Carbomix);0.0029862373409504026
Goede Morgen 100ml;0.002942958538907643
NaCl tabletten;0.002942958538907643
3/4 portie appelmoes/vruchtenmoes;0.002942958538907643
Carbasalaat Calcium;0.002942958538907643
Bouilllon 250ml;0.0028996797368648834
Vitamine B  complex;0.0028996797368648834
Nutridrink yoghurt 200ml;0.0028996797368648834
Arla Protino125ml;0.0028996797368648834
X TPV nader te bepalen;0.0028996797368648834
Perindopril (Coversyl);0.002856400934822124
Tetanusimmunoglobuline;0.0028131221327793647
Soep (Gebonden) 250ml;0.0028131221327793647
Urokinase;0.0027698433307366053
Nutridrink Juice 200ml;0.0027698433307366053
Remifentanyl;0.0027265645286938455
Danaparoïde (Orgaran);0.0027265645286938455
1 bakje eiersalade;0.002683285726651086
1 portie witte rijst/zilvervliesrijst;0.002683285726651086
Levodopa-carbidopa (Sinemet);0.002640006924608327
Nutridrink/Fortifresh 250ml;0.002640006924608327
1/4 portie fruit;0.002640006924608327
1/4 portie vis;0.002640006924608327
Colchicine;0.0025967281225655675
Loperamide (Imodium);0.0025967281225655675
PReVENT - Studie;0.0025967281225655675
1/2 Roomijs (bekertje);0.0025967281225655675
Hypothermie & inflammatie - Studie (EMIR);0.0025967281225655675
Frisdrank 50ml;0.0025967281225655675
Nutridrink compact protein 200ml;0.0025967281225655675
Nutrison Multi Fibre;0.002553449320522808
1/2 knäckebröd/beschuit/toast;0.002553449320522808
Oseltamivir (Tamiflu);0.0025101705184800483
Diltiazem (Tildiem);0.0025101705184800483
Valproïnezuur (Orfiril/Depakine);0.002466891716437289
1/2 portie witte rijst/zilvervliesrijst;0.0024236129143945296
Sevelamercarbonaat (Renvela);0.0024236129143945296
Pulmicort respules;0.0024236129143945296
Paracetamol-codeïne;0.0024236129143945296
Fresubin 2 kcal HP;0.0024236129143945296
1/4 portie nagerecht;0.0024236129143945296
Karnemelk 100ml;0.0024236129143945296
Dextran/hypromellose (Duratears);0.0023803341123517703
X Sondevoeding nader te bepalen oud;0.0023803341123517703
Fludrocortison (Florinef);0.0023803341123517703
Ezetimibe (Ezetrol);0.0023803341123517703
1/4 portie gebakken aardappelen;0.0023803341123517703
1 portie gewelde pruimen;0.0023803341123517703
1/4 portie witte rijst/zilvervliesrijst;0.0023803341123517703
Vruchtenyoghurt 50ml;0.0023803341123517703
Darbepoëtine (Aranesp)X;0.0023370553103090105
1/4 zoet beleg;0.0023370553103090105
1 portie muesli (50g);0.0023370553103090105
1 omelet/roerei;0.0022504977062234918
3/4 snee brood zonder korst;0.0022504977062234918
1/2 portie rauwkost;0.0022504977062234918
Promethazine (Phenergan);0.0022072189041807324
1 bakje zalmsalade;0.0022072189041807324
Bivalirudine (Angiox);0.0021639401021379726
Methyleenblauw NIET IV (Methylthionide cloride);0.0021639401021379726
TPV StructoKabiven+Glut;0.0021639401021379726
Methylfinidaat (Ritalin);0.0021639401021379726
Vamin 14;0.0021206613000952132
Alteplase (Actilyse);0.0021206613000952132
Doxycycline (Vibramycine);0.0021206613000952132
Bouilllon 50ml;0.002077382498052454
Drotrecogin (Xigris);0.002077382498052454
Terlipressine (Glypressin);0.0020341036960096945
Irbesartan (Aprovel);0.0020341036960096945
Fibrinogeen inj/inf;0.001990824893966935
Bisoprolol;0.001990824893966935
Fenylefrine;0.001990824893966935
Nutrison Energy;0.0019475460919241756
Ofloxacine (Trafloxal) oogdruppels;0.0019475460919241756
Amfotericine B in liposomen (Ambisome );0.0019475460919241756
Koffie x ml;0.0019475460919241756
Ultravist 300 (Contrastvloeistof);0.0019475460919241756
Sildenafil (Viagra);0.001904267289881416
Nutridrink compact protein 50ml;0.001904267289881416
Nutriflex  48/150;0.001904267289881416
Flecaïnide (Tambocor);0.0018609884878386567
1/2 portie macaroni/spaghetti;0.0018609884878386567
Lithiumcarbonaat (Camcolit, Priadel);0.0018609884878386567
Amfotericine B (Fungizone);0.001817709685795897
Chloorhexidine (Hibitane);0.001817709685795897
1/4 snee brood zonder korst;0.001817709685795897
1/2 gekookt ei;0.001817709685795897
Azathioprine (Imuran);0.001817709685795897
Goede Morgen 50ml;0.0017744308837531377
NaCl 0,9% druppels;0.0017744308837531377
Hydrocobalamine (Vitamine B12);0.0017311520817103782
Glutamine (Dipeptiven);0.0017311520817103782
Fluoxetine (Prozac);0.0017311520817103782
Fosfaatoplossing;0.0017311520817103782
Infali - Studie;0.0017311520817103782
Itraconazol (Trisporal);0.0017311520817103782
Mucomyst 20;0.0016878732796676188
Soep (Helder) 250ml;0.0016878732796676188
Nutridrink/Fortifresh x ml;0.0016878732796676188
Pap x ml;0.0016878732796676188
Vruchtensap x ml;0.0016878732796676188
Nutridrink compact protein x ml;0.0016878732796676188
NaCl 0.65 %;0.0016445944776248592
Metamucil;0.0016445944776248592
Vidisic carbogel;0.0016445944776248592
1/4 portie rauwkost;0.0016445944776248592
Mannitol 15%;0.0016445944776248592
Pyridoxine (Vitamine B6);0.0016445944776248592
1/4 plak vleeswaar;0.0016445944776248592
Natriumbicarbonaat capsule;0.0016445944776248592
Bisacodil (Dulcolax);0.0016445944776248592
Thiamazol (Strumazol);0.0016445944776248592
Chocolademelk 100ml;0.0016013156755820999
CT-impedatie studie;0.0016013156755820999
1/4 Roomijs (bekertje);0.0015580368735393405
TPV A - zonder Kalium;0.0015580368735393405
3/4 portie nagerecht;0.0015580368735393405
Melatonine (Circadin);0.001514758071496581
1 portie macaroni/spaghetti;0.001514758071496581
Natrium bicarbonaat 4,2 %;0.001514758071496581
Peptamen HN;0.001514758071496581
Pamidroninezuur (APD);0.001514758071496581
1/4 portie macaroni/spaghetti;0.001514758071496581
Immunoglobuline (Nanogam);0.0014714792694538216
Alendroninezuur (Fosamax);0.0014714792694538216
Vitamine C studie;0.0014714792694538216
3/4 portie fruit;0.0014714792694538216
Caspofungine;0.0014714792694538216
PReVENT Kleine teugen;0.0014714792694538216
Duratears oogzalf;0.001428200467411062
CGT - Studie;0.001428200467411062
1 portie cornflakes;0.001428200467411062
3/4 plak vleeswaar;0.001428200467411062
Azitromycine (Zithromax);0.0013849216653683027
Zopiclon (Imovane);0.0013849216653683027
Ensini 200ml;0.0013849216653683027
1 kroket/ pizzapunt;0.0013849216653683027
3/4 knäckebröd/beschuit/toast;0.0013849216653683027
1 mini twix,mars,snicker,mailky way;0.0013849216653683027
Nutrison Energy Multi Fibre;0.0013849216653683027
Oxytocine (Syntocinon);0.001341642863325543
Nutridrink Juice 150ml;0.001341642863325543
Milkshake 200ml;0.001341642863325543
Nutridrink yoghurt 150ml;0.001341642863325543
Isoniazide sulfaat (INH);0.001341642863325543
Chocolademelk 250ml;0.001341642863325543
Risperidon (Risperdal);0.001341642863325543
Sertraline (Zoloft);0.0012983640612827837
Claritromycine (Klacid);0.0012983640612827837
Candesartan (Atacand);0.0012983640612827837
Oxcarbazepine (Trileptal);0.0012550852592400242
Sulproston (Nalador);0.0012550852592400242
Dexamethason/framycetine/gramicidine oordruppels (Sofradex);0.0012550852592400242
Vruchtenkwark 250ml;0.0012550852592400242
1/4 portie mixmaaltijd;0.0012550852592400242
3/4 Roomijs (bekertje);0.0012550852592400242
Carbomeer (Liposic ooggel);0.0012118064571972648
Chlooramfenicol (Globenicol);0.0012118064571972648
Topiramaat (Topamax);0.0012118064571972648
PReVENT Grote teugen;0.0012118064571972648
3/4 portie vis;0.0012118064571972648
Madopar;0.0012118064571972648
Ursodeoxycholzuur (Ursochol);0.0012118064571972648
Insulatard (Insuline);0.0012118064571972648
Tolbutamide (Rastinon);0.0012118064571972648
Ibuprofen;0.0012118064571972648
Diclofenac Retard (Voltaren);0.0011685276551545052
COACT - Studie;0.0011685276551545052
Tizanidine (Sirdalud);0.0011685276551545052
Multivitamine Pro haemo;0.0011685276551545052
Pethidine;0.0011685276551545052
REPULS - Studie;0.0011685276551545052
Zilversulfadiazine (Flammazine);0.0011685276551545052
1/2 smeerkaas;0.0011252488531117459
