drugname;count
Methadon inj 10 mg/ml;0.0031853708892493732
Durogesic TTS Matrix 100 ug;0.003155876714348916
Nutriflex lipid spezial oE;0.003126382539448459
Mephameson Inj Lsg 8mg/ml;0.003096888364548002
Paravertebralblock-Lösung;0.003096888364548002
Citalopram Tbl 20mg;0.0030673941896475444
Targin Retard Tbl 10/5mg;0.00300840583984663
Cancidas 70 mg;0.00300840583984663
"SmofKabiven NL1970 ml +F;-E";0.002978911664946173
Madopar DR Tbl 200 mg;0.002978911664946173
Florinef Tbl 0.1mg;0.002919923315145259
Glucose 20% /500ml;0.002919923315145259
Tienam 500 mg;0.0028609349653443447
Saroten ret Kps 25 mg;0.002772452440642973
Symbicort 200/60;0.002742958265742516
AmBisome Inf Lsg;0.002742958265742516
Nitroprussiat Fides 1mg/ml;0.0027134640908420588
Imurek Tabl 50 mg;0.0027134640908420588
Diflucan Kps 200 mg;0.0026839699159416017
Inderal Tbl 10 mg;0.0026839699159416017
Vibravenös Inj Lsg 100 mg 5 ml;0.0026839699159416017
Insulin Lantus;0.002624981566140687
Nozinan Tbl 25 mg;0.00259548739124023
Sandimmun Neoral Trinklsg 100 mg;0.00259548739124023
Adrenalin 100 µg/ml Bolus;0.002565993216339773
Hydrocortone Tbl 10 mg;0.0025070048665388586
Augmentin Tabl 625 mg;0.0024775106916384015
Quetiapin Tbl 25 mg;0.0024480165167379444
Nozinan Inj Lsg;0.002418522341837487
Madopar LIQ Tbl 62.5;0.002418522341837487
Zyprexa Filmtbl. 5 mg;0.00238902816693703
Colidimin Tbl 200 mg;0.0023595339920365727
Orfiril long Ret Kps 150 mg;0.0023300398171361156
Digoxin Tabl 0.125 mg;0.0023300398171361156
Glypressin Inj Lsg;0.0023300398171361156
Calcium Sandoz FF Brausetabl 1000 mg;0.0022710514673352014
Hydrocodon Inj Lsg;0.0022120631175342868
Ciproxin Tbl 250 mg;0.0022120631175342868
Sandimmun Neoral Kps 50 mg;0.0022120631175342868
Trandate Perfusor;0.0022120631175342868
Diamox Tbl 250 mg;0.0020645922430320013
Pethidine inj 50 mg/ml;0.002035098068131544
Xyzal Tbl. 5 mg;0.0019466155434301725
Efexor Kps 75 mg;0.0018876271936292583
Solu Medrol Stechamp 1g;0.0018581330187288012
Enatec Tbl 10 mg;0.0018581330187288012
Pentothal 1g Inf Lsg;0.0018286388438283438
Eltroxin Tbl 0.10mg;0.0017991446689278867
Insulin Insulatard HM;0.0017401563191269723
Zoloft Tbl 50 mg;0.0016811679693260581
Cymevene 500 mg;0.0016811679693260581
Glucose 50%;0.0016811679693260581
ATG Fresenius 100mg/5 ml;0.0016811679693260581
PK-Merz 500 ml;0.001651673794425601
Creon forte Kps;0.001651673794425601
Stilnox Tbl 10mg;0.001651673794425601
Obracin 80 mg;0.001651673794425601
ReoPro;0.0016221796195251437
Lamictal Tbl 25 mg;0.0015336970948237722
Dilatrend Tabl 6.25 mg;0.001504202919923315
Neupogen 30 Mio U;0.0014157203952219436
Sandimmun Neoral Kps 25 mg;0.0014157203952219436
Eltroxin Tbl 0.05mg;0.0013272378705205723
Meronem 500 mg;0.0013272378705205723
Octagam Inf Lsg;0.0013272378705205723
Ca-Acetat-Phopshatbinder 400 mg;0.001297743695620115
Ciproxin Tbl 500 mg;0.001297743695620115
Vfend Amp;0.0012682495207196579
Dalacin C Kps 300 mg;0.0012387553458192008
Augmentin AD Tbl 1 g;0.0012092611709187435
Fortam 1 g Inj Lsg;0.0011797669960182864
Revatio Filmtbl 20 mg;0.0011797669960182864
Imurek Stechamp. 50 mg;0.0011797669960182864
Lyrica Kps 25 mg;0.0011502728211178293
Lamotrigin Tbl 25 mg;0.0011502728211178293
Diamox inj 500 mg/5ml;0.0011502728211178293
Vasopressin inj 20 U/ml;0.0011502728211178293
Creon Kps;0.0011502728211178293
Prograf Kps 5 mg;0.0011207786462173722
Fraxiparine 0.6 ml s/c;0.0011207786462173722
SDD Gentamycin/Polymyxin Kps;0.0011207786462173722
Avalox Inf Lsg 400 mg;0.0010912844713169148
Thyroxin TS Amp 500 ug/5ml;0.0010617902964164577
Beloc Perfusor;0.0010617902964164577
Seresta 15 mg;0.0010617902964164577
Torem Inj Lsg 10 mg/2 ml;0.0010617902964164577
Voltaren Inf Lsg;0.0010617902964164577
Tenormin mite Tabl 50 mg;0.0010322961215160006
$ name session;0.0010322961215160006
Temesta Expidet 2.5 mg;0.0010322961215160006
Isoptin Tbl 80 mg;0.0010028019466155433
Vimpat Tbl. 50 mg;0.0010028019466155433
Trittico Tbl 50 mg;0.0009733077717150862
Rimactan Kps 300 mg;0.0009733077717150862
Concor Tbl 5 mg;0.0009438135968146291
Ciproxin Infusion 400 mg;0.0009438135968146291
Avalox Filmtbl 400 mg;0.0009438135968146291
Tegretol CR Tbl 400 mg;0.0009438135968146291
Tegretol CR Tbl 200 mg;0.0009143194219141719
Enatec Tbl 20 mg;0.0009143194219141719
Refludan Trockensubst 50 mg;0.0009143194219141719
Haemopressin TS Inj Lsg;0.0009143194219141719
Vfend Filmtbl 200 mg;0.0008848252470137148
Madopar Tbl 125 mg;0.0008848252470137148
Clexane 0.6 ml s/c;0.0008848252470137148
Dormicum Bolus 1mg/ml;0.0008553310721132576
Trileptal Tbl 600 mg;0.0008553310721132576
Xifaxan Tabl 550 mg;0.0008553310721132576
Co-Amoxi 1.2 g Inj Lsg;0.0008258368972128005
Enatec Tbl 5 mg;0.0007963427223123433
Seretide 250 Disk;0.0007963427223123433
Regitin Inj Lsg 10 mg/ml;0.0007963427223123433
Rapamune Tbl 1mg;0.0007963427223123433
Mycostatin Susp;0.0007668485474118861
Rifater Drg 50 mg;0.0007668485474118861
Simulect Inj Lsg;0.0007668485474118861
Surmontil Trpf 4%;0.000737354372511429
Remeron subligual 15 mg;0.000737354372511429
Noroxin tabl 400 mg;0.000737354372511429
Trileptal Tbl 300 mg;0.0007078601976109718
PDA-Bupivacain 0.125% ohne Fentanyl;0.0006783660227105147
Targin Retard Tbl 20/10mg;0.0006783660227105147
Diflucan Kps 50 mg;0.0006783660227105147
Akineton Inj Lsg 5 mg/ml;0.0006783660227105147
MST Continus ret Tbl 30;0.0006488718478100575
Dafalgan Supp 600 mg;0.0006488718478100575
Sandimmun 50 mg/ml;0.0006488718478100575
Actilyse Amp.50mg Lsg;0.0006488718478100575
Trittico Tbl 100 mg;0.0006488718478100575
Dilzem retard Filmtbl 120 mg;0.0006193776729096004
Rimactan Kps 600 mg;0.0006193776729096004
Valcyte Filmtabl. 450mg;0.0006193776729096004
Kochsalz Tbl 1g;0.0005898834980091432
Prograf Kps 0.5mg;0.0005898834980091432
Co-Amoxi 2.2g Inf Lsg;0.0005898834980091432
Ecalta Amp 100 mg;0.0005898834980091432
Fungizone Amp;0.0005603893231086861
Tavanic Inf Lsg 500 mg 100 ml;0.0005603893231086861
Sotalex Tabl 80 mg;0.0005308951482082289
Haemocomplettan P 2g;0.0005308951482082289
Glucose 30%;0.0005014009733077717
Nitroprusside DBL 0.5 mg/ml;0.00047190679840731456
Oxynorm Trpf 10mg/ml;0.00047190679840731456
Adalat retard Tbl 20 mg;0.00047190679840731456
Actilyse Amp.20mg Lsg.;0.00047190679840731456
Valium Tbl. 10 mg;0.00047190679840731456
Quetiapin Tbl 100 mg;0.00047190679840731456
Clexane 0.8 ml s/c;0.00047190679840731456
Neupogen 48 Mio U;0.00047190679840731456
"Nutriflex spez 1000 ml; ohne Fett";0.0004424126235068574
Carvedilol Tabl 12.5 mg;0.0004424126235068574
Nebivolol Tabl 5 mg;0.0004424126235068574
Valium Tbl. 5 mg;0.0004424126235068574
Survimed OPD HN;0.0004424126235068574
"StructoKabiven NL 1500 ml +F; - E";0.0004424126235068574
Losartan Tabl 50 mg;0.0004424126235068574
Tenormin submite tabl 25 mg;0.0004424126235068574
Adalat retard CR Tbl 30 mg;0.0004424126235068574
Vancocin oral Kps 250 mg;0.0004424126235068574
Oxycontin Ret Tbl à 20mg;0.00041291844860640026
Zentel Tbl 400 mg;0.00041291844860640026
VIII: Haemete HS;0.00041291844860640026
MST Continus ret. Tbl 60;0.00041291844860640026
Insulin Mixtard 30 HM;0.00038342427370594305
Salofalk Tbl 500 mg;0.00038342427370594305
Valium inj 5 mg/ml;0.00038342427370594305
Argatra Inf Lsg;0.00038342427370594305
Fraxiparine 0.8 ml s/c;0.00038342427370594305
Myambutol 400 mg/4ml;0.00038342427370594305
Amlodipin Tbl 5mg;0.00038342427370594305
Viagra Tbl. 50 mg;0.0003539300988054859
Brufen Filmtbl. 600 mg;0.0003539300988054859
NaCl conc Amp 14.5%;0.0003539300988054859
Tamiflu Kps 30 mg;0.0003539300988054859
CoAprovel;0.00032443592390502874
Torem Tbl 200 mg;0.00032443592390502874
Fortam 2g Inj Lsg;0.00032443592390502874
Intratect 10g Inf Lsg;0.00032443592390502874
Efient Tbl 5 mg;0.00032443592390502874
Clindamycin Posphat 600;0.00032443592390502874
Brufen Filmtbl. 400 mg;0.00032443592390502874
Furosemide 10 mg/ml inj;0.0002949417490045716
Heparin Bichsel 500 E/ 5 ml;0.0002949417490045716
Morphine Inj à 10mg;0.0002949417490045716
CellCept Amp 500 mg;0.0002949417490045716
Noxafil Susp;0.0002949417490045716
Tavanic Tbl 500 mg;0.0002949417490045716
Nitroglycerin Kps 0.8mg;0.0002949417490045716
Privigen 20g Inf Lsg;0.00026544757410411444
Promote Fibres Plus;0.00026544757410411444
Dormicum Tbl 7.5 mg;0.00026544757410411444
Intratect10% Inf Lsg 20 g/200ml;0.00026544757410411444
Bilol 5 mg Tbl.;0.00026544757410411444
Noradrenalin 1mg/ml;0.00026544757410411444
Isoptin inj 2.5 mg/ml;0.00023595339920365728
Chemotherapie;0.00023595339920365728
Vasopressin inf 0.4 U/ml;0.00023595339920365728
Certican Tbl.à 0.25 mg;0.00023595339920365728
Tenormin Tabl 100mg;0.00023595339920365728
Voltaren Tbl. à 75mg;0.00023595339920365728
Ketalar 5mg/ml Perfusor Schmerzdienst;0.00020645922430320013
Mg-Sulfat conc;0.00020645922430320013
Ketalar Perfusor;0.00020645922430320013
Diflucan Susp Forte;0.00020645922430320013
Symbicort 100/60;0.00020645922430320013
Na-Posph conc;0.00020645922430320013
Doxyclin Tbl 100 mg;0.00020645922430320013
Diazepam tabl 5 mg;0.00020645922430320013
Tramal Trpf 100 mg/ml;0.00020645922430320013
Aspirin Tbl 500 mg;0.00017696504940274295
Noxafil Tabl 100 mg;0.00017696504940274295
Haemocomplettan P 1g;0.00017696504940274295
Sandimmun Neoral Kps 10 mg;0.00017696504940274295
Ilomedin 20 ug/ml Inf Lsg;0.00017696504940274295
Ampho-Moronal Lutschtabletten;0.00017696504940274295
Intratect10% Inf Lsg 10 g/100ml;0.00017696504940274295
Metoprolol Tartrat Tbl 10 mg;0.0001474708745022858
Bactrim Amp. 400/80 mg Inf Lsg;0.0001474708745022858
Rifampicin Filmtbl 600 mg;0.0001474708745022858
Phenobarbital 200 mg/2ml;0.0001474708745022858
Oxycontin Ret Tbl à 10mg;0.0001474708745022858
MST Continus ret Tbl 10 mg;0.0001474708745022858
Clindamycin Posphat 300;0.0001474708745022858
Tracleer Tabl 62.5 mg;0.0001474708745022858
Privigen 10g Inf Lsg;0.00011797669960182864
Prednisolone tabl 20 mg;0.00011797669960182864
Isoket Dosieraerosol;0.00011797669960182864
Beco 5 Inj Lsg;0.00011797669960182864
Vfend Filmtbl 50 mg;0.00011797669960182864
Rifampicin Inf Lsg;0.00011797669960182864
Perlinganit Perfusor;0.00011797669960182864
Metronidazole tabl 200 mg;0.00011797669960182864
"Nutriflex spez 1000ml -F; - E";0.00011797669960182864
Zinat Tabl 500 mg;0.00011797669960182864
Diltiazem Tbl 60 mg;8.848252470137147e-05
Morphin HCl Lsg à 20mg/ml;8.848252470137147e-05
Clexane 1.0 ml s/c;8.848252470137147e-05
Penicillin 50 000 U/ml;8.848252470137147e-05
Norfloxacin Filmtbl 400 mg;8.848252470137147e-05
Tramal Retard Tbl. 100 mg;8.848252470137147e-05
Moduretic mite Tabl 2.5 mg/25 mg;8.848252470137147e-05
Freka MIx 2000 ml;8.848252470137147e-05
Tamiflu Suspension;8.848252470137147e-05
Bactrim Amp 400/80 mg Inf Lsg;8.848252470137147e-05
Urokinase 500000;8.848252470137147e-05
Aggrastat Inf Lsg;8.848252470137147e-05
Meropenem 1g;8.848252470137147e-05
Nitroprusside DBL 1mg/ml;5.898834980091432e-05
Intratect10% Inf Lsg 5 g/50 ml;5.898834980091432e-05
Pavulon inj 2 mg/ml;5.898834980091432e-05
Levetiracetam Inf Lsg;5.898834980091432e-05
Dafalgan ODIS Schmelz Tabl 500 mg;5.898834980091432e-05
Dormicum Perfusor 5mg/ml;5.898834980091432e-05
Grafalon Inf Lsg;5.898834980091432e-05
Co-Amoxi Tbl 625 mg;5.898834980091432e-05
Aminophyllin BOLUS;5.898834980091432e-05
Urokinase 100000 U;5.898834980091432e-05
Tramal Kps 50 mg;5.898834980091432e-05
Pulmicort Dosieraerosol 0.2mg;5.898834980091432e-05
Calciparine 12500 E/ 0.5ml;2.949417490045716e-05
Solu Medrol Stechampullen 2g;2.949417490045716e-05
Meropenem 500 mg;2.949417490045716e-05
Sufentanyl Perfusor;2.949417490045716e-05
Succinolin 100mg/ 2ml;2.949417490045716e-05
Brufen Filmtbl. 200 mg;2.949417490045716e-05
Sorbidilat Kps 40mg;2.949417490045716e-05
Voriconazol Inf Lsg 200 mg/ 20 ml;2.949417490045716e-05
Privigen 5g Inf Lsg;2.949417490045716e-05
Betamethasone inj 4 mg/ml;2.949417490045716e-05
